,timestamp,page_views,ad_spend,is_weekend,day_of_week,is_holiday
0,2022-01-01,1165.9627671592077,194.90142459033697,True,Saturday,True
1,2022-01-02,1191.485835416805,175.85207096486445,True,Sunday,False
2,2022-01-03,1266.9282687117889,269.43065614302077,False,Monday,False
3,2022-01-04,1364.1938584313,295.69089569224076,False,Tuesday,False
4,2022-01-05,1013.282519803795,242.97539875829992,False,Wednesday,False
5,2022-01-06,996.3168890141001,242.9758912915246,False,Thursday,False
6,2022-01-07,1105.347390765418,297.37638446522175,False,Friday,False
7,2022-01-08,1202.5747500338653,203.02304187458725,True,Saturday,False
8,2022-01-09,1333.7579697497808,165.91576842195144,True,Sunday,False
9,2022-01-10,1424.6145178449772,266.2768013075789,False,Monday,False
10,2022-01-11,1425.2990702585332,236.09746921562612,False,Tuesday,False
11,2022-01-12,1035.0224101316626,236.02810739289228,False,Wednesday,False
12,2022-01-13,1010.1459953599131,257.258868146981,False,Thursday,False
13,2022-01-14,1101.0344049117725,192.60159266026608,False,Friday,False
14,2022-01-15,1264.154526175252,128.25246502460902,True,Saturday,False
15,2022-01-16,1442.1782754478327,163.1313741227708,True,Sunday,False
16,2022-01-17,1400.5302692651644,219.6150663899673,False,Monday,False
17,2022-01-18,1113.5561684321,259.4274199778582,False,Tuesday,False
18,2022-01-19,1185.4194066313744,222.75927773436368,False,Wednesday,False
19,2022-01-20,891.08407066417,207.63088895994125,False,Thursday,False
20,2022-01-21,1071.8651548177613,293.96946306764664,False,Friday,False
21,2022-01-22,1124.0235766101314,173.22671098540394,True,Saturday,False
22,2022-01-23,1328.859275791929,182.02584614063773,True,Sunday,False
23,2022-01-24,1453.0382466936285,207.2575544135963,False,Monday,False
24,2022-01-25,1274.1043971467159,233.6685182642445,False,Tuesday,False
25,2022-01-26,1116.176620643574,253.32767769129597,False,Wednesday,False
26,2022-01-27,1120.7388447814822,215.4701926773309,False,Thursday,False
27,2022-01-28,1084.6665201573605,261.27094055037014,False,Friday,False
28,2022-01-29,1199.275723886377,161.98083930243584,True,Saturday,False
29,2022-01-30,1431.835984186524,171.2491875062017,True,Sunday,False
30,2022-01-31,1518.2011491157343,231.94880163311808,False,Monday,False
31,2022-02-01,1159.2721224057084,305.5683455352681,False,Tuesday,False
32,2022-02-02,1139.485326438543,249.59508325786197,False,Wednesday,False
33,2022-02-03,1078.187624123304,218.268672131323,False,Thursday,False
34,2022-02-04,1083.2533445239196,274.67634736309566,False,Friday,False
35,2022-02-05,1342.0545469044662,143.37469050086935,True,Saturday,False
36,2022-02-06,1359.7044500181914,186.26590785014267,True,Sunday,False
37,2022-02-07,1456.3421392983416,191.20989628360672,False,Monday,False
38,2022-02-08,1247.5660602704622,210.15441853304708,False,Tuesday,False
39,2022-02-09,1116.92694622211,255.9058370760737,False,Wednesday,False
40,2022-02-10,924.8053227634383,272.1539973998623,False,Thursday,False
41,2022-02-11,949.3395780217202,255.1410484356991,False,Friday,False
42,2022-02-12,1377.952300634719,176.5305515283528,True,Saturday,False
43,2022-02-13,1350.761674065507,170.96688913232134,True,Sunday,False
44,2022-02-14,1369.6102189851078,205.64434028897716,False,Monday,False
45,2022-02-15,1123.2464146861582,228.40467374815873,False,Tuesday,False
46,2022-02-16,1069.459414004972,236.18083687120637,False,Wednesday,False
47,2022-02-17,929.2561416373919,281.7136667865675,False,Thursday,False
48,2022-02-18,1220.6479160132822,260.3085486870539,False,Friday,False
49,2022-02-19,1332.9901647977804,127.10879533911799,True,Saturday,False
50,2022-02-20,1382.7027301644814,189.72251908184384,True,Sunday,False
51,2022-02-21,1645.5673327371383,238.4475315875105,False,Monday,False
52,2022-02-22,1357.6037166732951,229.69233999082124,False,Tuesday,False
53,2022-02-23,1118.8862798077973,268.35028866522606,False,Wednesday,False
54,2022-02-24,867.718642938244,280.92998567487854,False,Thursday,False
55,2022-02-25,1286.0610676107085,277.93840357348597,False,Friday,False
56,2022-02-26,1172.9052731974211,154.82347430332084,True,Saturday,False
57,2022-02-27,1318.0532863950007,170.72362872446357,True,Sunday,False
58,2022-02-28,1569.9905289284197,259.9379029421069,False,Monday,False
59,2022-03-01,1502.9377568964494,279.2663538136708,False,Tuesday,False
60,2022-03-02,1256.111267157946,235.6247728646413,False,Wednesday,False
61,2022-03-03,1137.4017344517101,244.43023070008547,False,Thursday,False
62,2022-03-04,1191.6598372952114,216.80995077981916,False,Friday,False
63,2022-03-05,1344.0822566758193,144.11380127757988,True,Saturday,False
64,2022-03-06,1499.694847610133,204.37577467182595,True,Sunday,False
65,2022-03-07,1485.0185382619165,290.6872008571247,False,Monday,False
66,2022-03-08,1320.5016762686655,247.83969635258998,False,Tuesday,False
67,2022-03-09,1171.203837255654,280.1059869367607,False,Wednesday,False
68,2022-03-10,1060.8870650370432,260.849080751429,False,Thursday,False
69,2022-03-11,1113.0486424306348,230.6464073618463,False,Friday,False
70,2022-03-12,1177.152322420133,190.8418681652524,True,Saturday,False
71,2022-03-13,1450.866326713794,226.1410969939791,True,Sunday,False
72,2022-03-14,1401.448516750141,248.92521882670147,False,Monday,False
73,2022-03-15,1261.4337083082519,296.9393096744202,False,Tuesday,False
74,2022-03-16,1212.9868520649845,171.40764687730768,False,Wednesday,False
75,2022-03-17,1216.6372307023998,274.6570751312567,False,Thursday,False
76,2022-03-18,1247.3617257119674,252.61141204714514,False,Friday,False
77,2022-03-19,1130.466639784239,171.02977948602398,True,Saturday,False
78,2022-03-20,1396.3866375338378,182.75282329606506,True,Sunday,False
79,2022-03-21,1577.3158538314435,190.37293256197322,False,Monday,False
80,2022-03-22,1267.3737596436977,243.40984336487463,False,Tuesday,False
81,2022-03-23,1162.5297580213573,260.7133771453524,False,Wednesday,False
82,2022-03-24,1121.8859650612687,294.33682134224546,False,Thursday,False
83,2022-03-25,1071.8445720513566,234.45189345179057,False,Friday,False
84,2022-03-26,1325.4501507343796,155.74519191320437,True,Saturday,False
85,2022-03-27,1387.768597015897,164.9472886924639,True,Sunday,False
86,2022-03-28,1449.9702568343707,277.4620635310622,False,Monday,False
87,2022-03-29,1369.100558849271,259.8625332897905,False,Tuesday,False
88,2022-03-30,1048.8879062679152,234.10719388698882,False,Wednesday,False
89,2022-03-31,1171.6774668933008,265.3980229934007,False,Thursday,False
90,2022-04-01,1163.7104744216567,252.9123264804412,False,Friday,False
91,2022-04-02,1351.1466049240223,209.05934971598668,True,Saturday,False
92,2022-04-03,1500.724518752439,158.93840718367943,True,Sunday,False
93,2022-04-04,1623.764046270725,240.17013560206695,False,Monday,False
94,2022-04-05,1390.794088510198,238.2367554060353,False,Tuesday,False
95,2022-04-06,1143.4319619772782,206.09455155603644,False,Wednesday,False
96,2022-04-07,1128.7031756442452,258.8836083119373,False,Thursday,False
97,2022-04-08,1200.4177100916706,257.8316581653967,False,Friday,False
98,2022-04-09,1298.4893950024007,180.15340369927384,True,Saturday,False
99,2022-04-10,1486.3839702997125,172.9623859987456,True,Sunday,False
100,2022-04-11,1465.4523620648902,207.53887773848757,False,Monday,False
101,2022-04-12,1314.2214859732821,237.38064031703922,False,Tuesday,False
102,2022-04-13,1077.6054651749646,239.7185645041969,False,Wednesday,False
103,2022-04-14,1242.7163943787439,225.93168192335145,False,Thursday,False
104,2022-04-15,1060.1358190883702,245.16142865001973,False,Friday,False
105,2022-04-16,1262.3228713088756,192.12152570443615,True,Saturday,False
106,2022-04-17,1408.6894250789162,236.5855770363159,True,Sunday,False
